UserId,FirstName,LastName,RewardsTotal,AccountNumber,AccountLimit
2,Pò,Abramski,9094.01,684,6433.49
7,Adélie,Joiris,5783.1,190,1094.17
10,Nadège,Seemmonds,6562.04,955,1181.29
8,Maï,Wybern,7673.54,279,8769.73
1,Angélique,Gellier,856.73,38,6828.49
9,Aurélie,Abbot,8245.72,895,5950.74
1,Maï,Boules,8045.94,243,3555.65
4,Eléa,Wakeham,8779.12,949,23.7
7,Uò,Noyes,678.51,66,5715.55
10,Sòng,Bewshire,1676.38,191,43.39
6,Lóng,Corradino,8295.34,540,5412.38
6,Uò,Blinckhorne,3383.8,161,3432.01
8,Gisèle,Litherland,1186.67,720,8200.39
1,Séverine,Djuricic,5846.77,681,7531.87
7,Maëlys,Ruddoch,6375.85,328,3768.83
2,Hélèna,Ricardon,2198.28,834,1980.67
9,Frédérique,Cawt,7537.31,202,2780.17
3,Frédérique,Marousek,5657.66,197,9392.59
7,Björn,Van den Velde,6543.63,15,6238.95
4,Chloé,Saville,9870.65,849,1220.06
3,Marie-josée,Dumingo,7238.77,71,7447.1
9,Gaétane,Hymans,3470.35,63,6209.34
8,Görel,Bromby,4369.58,511,9247.33
5,Josée,Aikett,6170.75,822,3684.6
4,Dafnée,Caulton,8869.75,210,2978.35
7,Béatrice,Sabberton,9674.25,570,86.99
10,Torbjörn,Forrester,867.07,212,6434.65
3,Ráo,Port,1661.5,878,1594.27
9,Mahélie,Pimblotte,5401.51,182,8344.23
4,Pål,Papen,5705.6,755,4128.29
1,Annotée,Peniman,8544.44,360,9423.28
7,Faîtes,Winckworth,411.53,425,1829.73
1,Göran,Cajkler,1069.28,541,3679.49
2,Yè,Gaddie,8971.7,420,7396.42
2,Cléopatre,Francisco,6684.29,209,8021.08
1,Lóng,Cecchi,6278.56,803,8449.3
10,Geneviève,Steabler,4387.48,863,8642.94
3,Andréanne,Jackways,584.85,429,7039.0
2,Alizée,Paolo,9005.1,661,9066.66
2,Björn,Machan,523.17,697,9772.37
8,Yóu,McMeyler,2394.39,957,302.9
1,Léana,Dyerson,531.11,503,1090.86
7,André,Addeycott,7251.08,446,6591.83
7,Esbjörn,Everett,3397.05,293,3467.21
10,Illustrée,Tebboth,5158.66,16,9513.18
10,Médiamass,Ferrier,9909.83,999,2351.64
6,Thérèsa,Rosie,6274.72,708,3467.75
4,Irène,Taysbil,7899.46,861,3555.53
3,Célia,Welberry,5270.99,750,7707.31
4,Simplifiés,Robelow,5359.27,854,6607.76
2,Noëlla,Beldham,8103.69,664,3947.71
7,Maïly,Pedder,6500.56,59,4294.37
3,Aí,Kreuzer,7243.69,723,7626.63
8,Lorène,Franzewitch,7008.19,192,862.47
2,Maïwenn,Jouhning,7186.99,775,4912.02
1,Amélie,Tash,723.47,309,1492.23
4,Ruì,Virgin,9663.91,824,8461.2
10,Sòng,MacDermid,4768.87,196,8649.21
6,Börje,Loynton,1045.68,570,9714.04
1,Gösta,Bodill,1137.73,399,3812.82
5,Anaël,Whitesel,8408.66,956,5283.57
8,Véronique,Farryn,7651.26,123,7730.09
3,Hélèna,Brecknell,4090.3,878,7597.89
6,Léa,Hayler,5386.88,367,8880.56
3,Crééz,Charrington,448.2,430,8894.11
6,Yáo,Bice,7624.69,32,3224.7
5,Dafnée,Wardingly,8310.0,927,6293.84
10,Esbjörn,Cluse,102.3,962,499.2
6,Yáo,Geany,1604.15,805,1989.68
6,Lauréna,Windley,5473.32,528,5140.89
6,Cloé,Belliard,585.81,592,8919.33
4,Cléa,Girardengo,9750.39,232,5241.05
4,Geneviève,Baddow,1538.04,272,1111.28
10,Gaétane,Pittson,5831.77,900,8105.9
8,Yóu,Devanny,6337.22,210,4822.05
8,Clémence,Ardron,5204.88,522,5763.76
1,Garçon,Likly,9822.36,81,7707.99
3,Méthode,Yukhnev,4531.59,894,7442.59
9,Märta,Gohn,3938.95,618,3688.98
4,Edmée,Facher,8262.96,897,4869.74
8,Angélique,Tolomio,8915.91,476,4628.97
3,Åsa,Frantzeni,8465.0,614,3001.69
8,Miléna,Filon,7900.02,243,3518.77
8,Fèi,Woodruffe,2725.97,643,8705.19
10,Loïc,Richichi,2258.03,930,1407.14
10,Publicité,Deinhard,4272.49,485,7089.68
5,Réjane,Kennifick,2740.38,622,7405.65
7,Léandre,Schirok,6308.37,131,2682.86
2,Tán,Birdwhistle,8800.55,559,3526.68
4,Néhémie,Breheny,7716.89,546,3635.45
10,Lorène,Kohring,5616.33,127,6919.5
9,Sòng,Camili,3765.77,715,5267.52
5,Zoé,Blaza,3012.53,155,1463.92
5,Andrée,Wistance,3989.61,38,7835.43
6,Séverine,Segeswoeth,3734.96,862,7802.79
10,Clémentine,Medmore,8753.24,595,9236.62
7,Cléopatre,Keston,241.75,943,3820.02
9,Faîtes,Rigden,9015.93,867,8526.96
2,Lyséa,Barhem,8941.48,734,6121.1
1,Adélie,Schuler,7810.53,889,8049.03
9,Yè,Pfeffle,2425.05,100,4261.58
4,Märta,Petford,1598.88,450,9909.65
2,Maéna,Cheston,4486.93,73,1637.88
3,Eloïse,Powe,3052.05,213,9347.95
1,Erwéi,Veld,5578.75,221,5098.88
10,Adélie,Astill,8585.86,897,97.19
6,Méline,Huws,3765.42,772,9126.86
10,Cécilia,Lassell,8140.45,698,1477.77
2,Pò,Cappleman,7808.73,421,3328.12
7,Yénora,Earry,5583.16,464,5821.34
9,Méryl,Glanville,5403.69,510,1540.74
1,Salomé,Antalffy,5986.42,532,172.69
10,Néhémie,Diviney,1942.58,272,583.61
6,Sélène,Phippin,9113.35,830,9566.71
8,Börje,Serman,3136.36,346,1405.15
10,Lài,Jojic,4550.74,185,5496.26
7,Intéressant,Benkhe,9844.69,441,880.24
1,Cunégonde,Jori,3916.74,318,474.81
8,Valérie,Swiers,7012.72,36,5360.67
3,Mélys,Cradick,1613.14,857,612.38
2,Torbjörn,Vasler,9437.9,160,3070.79
6,Thérèsa,Sallnow,8661.91,865,8015.59
1,Hélèna,Jedraszczyk,852.87,377,6661.44
3,Mélanie,Adamson,6045.3,294,1867.63
6,Géraldine,Santon,8970.65,196,8827.5
3,Personnalisée,Kibbee,6256.95,29,7419.39
1,Eliès,Cutchey,3181.93,275,2150.02
3,Maïté,Tanzer,4825.21,627,1442.76
6,Méghane,Kirkham,3460.92,631,5285.36
4,Maëlyss,Burchatt,5487.92,639,3755.6
6,Audréanne,Peplow,571.26,870,7201.65
5,Cloé,Winsome,6313.64,639,8866.62
7,Kallisté,Cardenas,1948.23,774,3987.91
2,Dafnée,Carde,6589.5,380,4762.55
4,Cunégonde,Nuschke,9042.09,170,8354.55
8,Fèi,Richfield,489.61,416,6593.04
2,Yénora,Gwin,4784.25,811,3674.41
1,Irène,De Atta,6000.06,164,5295.52
1,Néhémie,Ayars,8410.86,202,5812.17
2,Gisèle,Ethridge,1101.05,179,5747.78
1,Léandre,Smails,3250.38,287,8928.53
1,Dà,Cadwallader,4493.35,653,7785.63
4,Clémence,Randalston,3583.31,266,1093.6
7,Vérane,Gallon,1554.28,747,5070.4
7,Bérénice,Darwent,179.0,470,3862.16
1,Géraldine,Brownsey,3610.23,503,8992.09
4,Maëlyss,Braxton,7766.05,606,9005.06
6,Zoé,Maestrini,7281.15,960,3322.57
7,Dà,Vallow,4111.88,613,2230.52
8,Adélaïde,Bilbery,3366.82,708,7637.3
6,Mén,McCrossan,9556.43,834,3153.9
5,Mahélie,Abbey,4558.26,576,6752.33
4,Intéressant,Agott,3597.88,936,9278.62
5,Léana,Mullins,1887.55,207,4632.99
10,Thérèse,Concklin,3205.15,876,3182.9
1,Célia,Keeffe,9074.7,719,7244.64
1,Gérald,Doggrell,2174.89,690,9065.24
2,Yè,Danelet,2758.85,680,3967.75
1,Bécassine,M'Quharge,7649.11,613,4703.84
1,Hélène,Moquin,4379.38,728,3207.78
9,Bérénice,Chucks,6583.39,210,6024.63
9,Nadège,Norquay,4383.75,482,4911.62
8,Océane,Gouldie,9916.52,329,689.0
6,Clélia,Batt,2243.2,106,7803.27
2,Märta,Makepeace,833.11,121,3639.07
8,Stévina,Picker,2747.79,661,485.93
6,Anaëlle,Aylesbury,2954.98,564,5691.18
5,Anaëlle,Darwen,1728.54,325,6089.3
8,Marie-josée,Behne,7747.27,898,2693.16
1,Anaëlle,Seniour,9579.65,40,3204.74
4,Mélanie,Gillio,8713.44,253,1990.97
3,Marie-noël,Masurel,2065.39,899,1099.19
10,Bérénice,Fassman,4358.32,244,6441.51
6,Styrbjörn,Goede,7978.55,53,3691.45
8,Eléa,Bernaldo,4193.05,59,4061.8
3,Joséphine,Bradshaw,3128.32,575,2306.07
7,Adélie,Westrey,8067.6,341,38.97
5,Zoé,Skerritt,6110.72,332,9335.18
7,Edmée,MacCahey,4284.7,12,5717.48
1,Clémence,Saunton,9534.84,532,6238.33
4,Thérèsa,Hammonds,5216.36,616,5983.99
4,Thérèsa,Tolman,5750.45,50,5915.02
1,Anaël,Reinert,2093.24,757,447.0
4,Eliès,Revens,759.68,146,3718.37
8,Yú,Palumbo,6748.81,526,3826.82
7,Maëlys,Beverley,2851.63,53,9663.46
1,Börje,Braithwaite,5863.5,115,6727.82
9,Judicaël,Dofty,1299.33,275,2738.43
8,Aí,Tubble,4597.19,380,5107.14
8,Eloïse,O'Kinedy,8561.39,547,8612.41
5,Cloé,Mayers,1476.42,217,6319.54
1,Erwéi,Davenhall,1150.21,293,1427.47
8,Kù,Bourthoumieux,4176.93,618,747.81
6,Mégane,Skyram,8518.67,241,8515.88
2,Ophélie,Livingstone,4711.11,321,7053.23
8,Ruì,Geator,6464.44,573,5460.74
9,Régine,Goudy,4649.21,79,4067.88
5,Mélinda,Gooden,4143.86,60,3739.94
8,Lài,Loxly,6679.13,630,4151.88
7,Dorothée,Charge,9020.94,644,4689.63
7,Börje,Scudder,6768.12,566,8857.69
9,Camélia,Davidovich,4212.2,926,7937.38
4,Naéva,Gillicuddy,1153.2,624,7239.77
8,Cunégonde,Balchin,3835.97,846,8576.72
4,Gaïa,Eplett,9127.8,497,7275.13
6,Méghane,Leander,5766.37,736,4953.04
8,Laurélie,Abbott,8401.88,431,1226.1
6,Sòng,Durrance,2190.09,608,846.27
4,Réjane,Rens,2877.98,591,6793.6
1,Cloé,Wong,6834.93,102,4691.33
5,Intéressant,O'Heyne,9533.44,908,7269.15
3,Torbjörn,Kemmis,7757.46,314,8932.67
6,Judicaël,Isoldi,3206.06,767,3593.52
5,Sélène,Rigden,8583.9,511,873.92
8,Zoé,Stanion,2109.54,65,1512.3
7,Léane,Labro,407.06,267,3572.1
8,Bérénice,Fidilis,3339.41,935,164.49
2,Björn,Gruszka,9060.82,782,4475.74
6,Simplifiés,Whiston,2441.0,637,2776.49
7,Sélène,Keems,2004.04,320,1092.15
8,Kévina,Rushbrook,9635.9,207,8956.25
8,Athéna,Feaveryear,2881.85,677,7474.87
8,Åslög,Alven,6398.12,480,628.11
10,Mélina,MacShirie,8974.44,576,4489.73
9,Marie-noël,Trask,3873.62,292,7141.7
10,Thérèsa,Pool,4920.83,928,289.51
10,Gwenaëlle,Lidgey,9240.5,68,4192.4
1,Aloïs,Fanti,981.32,540,491.78
2,Vérane,Latch,1442.47,227,8742.29
7,Yè,Dudson,890.19,827,5516.07
10,Judicaël,Monnelly,6678.67,385,7139.96
8,Andréanne,Flucks,9598.64,614,1239.81
6,Méline,Levensky,7821.84,905,5422.58
6,Océanne,McIlory,5695.45,449,2051.41
9,Mélodie,Romeril,3187.52,90,2912.49
10,Angèle,Kingswold,3286.33,925,8449.64
5,Frédérique,Tomson,6285.11,564,6051.12
9,Gösta,Meadway,4419.45,243,3245.15
10,Laurélie,Machen,2981.79,179,3599.11
3,Bérangère,Rogan,9323.08,885,7907.34
10,Mélia,McCoveney,3502.87,59,8216.84
6,Thérèse,Gregorio,6093.25,433,12.78
9,Östen,Remirez,54.41,672,8628.82
3,Irène,Cave,4558.85,307,579.58
8,Yáo,Grayham,3677.46,855,8733.41
6,Intéressant,Quartermain,2837.56,258,4155.34
3,Rachèle,Hellmer,1699.98,159,4917.47
8,Loïc,Castelijn,341.3,824,5514.77
4,Lóng,Madders,7132.64,311,1698.21
3,Béatrice,Rohmer,358.74,881,4958.42
9,Céline,Albin,5311.37,319,3265.19
4,Géraldine,Camin,221.85,344,9680.02
2,Eliès,Loughton,1746.39,212,7219.04
10,Simplifiés,Clymo,7448.96,531,9195.0
10,Lèi,Koppes,59.6,197,597.4
8,Miléna,Pigdon,6275.36,993,9375.18
6,Eliès,McOnie,8499.78,924,2345.26
6,Nadège,Fellibrand,9556.7,819,1163.21
1,Lài,Bette,1210.41,202,4876.0
5,Kallisté,Godman,3388.44,321,6477.63
5,Yóu,Woodard,6107.04,627,1477.35
7,Yóu,Tomsett,2365.1,51,8231.67
8,Mélodie,de Aguirre,9117.18,904,7055.91
6,Salomé,Younie,7705.79,284,9536.38
10,Kuí,Castagna,2130.26,350,5339.25
8,Noëlla,Ringwood,3604.36,944,5767.38
8,Athéna,Gouny,5927.65,92,322.57
2,Desirée,Cristofalo,3855.32,478,6181.97
2,Almérinda,Colston,9018.93,476,1837.22
4,Estée,Cowterd,9568.59,565,6530.17
9,Gaëlle,Blanckley,4148.39,484,3788.81
8,Daphnée,Overstreet,8574.31,268,3648.13
8,Personnalisée,Folbigg,754.61,612,6545.3
8,Börje,Dominguez,7066.1,504,7611.18
8,Camélia,Akroyd,3051.72,930,2610.76
7,Dorothée,Crumpe,2568.32,62,3852.87
3,Börje,Duferie,996.71,463,6800.6
6,Maéna,Griffe,5345.93,283,102.65
8,Lorène,Camplen,5472.8,11,1440.13
2,Séverine,Turnell,9858.85,142,724.41
6,Méng,Rosenschein,6402.8,835,9649.41
7,Céline,Kenzie,7330.1,454,3323.25
6,Anaël,Crilley,502.08,917,5850.41
7,Mahélie,Larkby,4343.21,178,4900.42
3,Marie-françoise,Dillet,4969.26,184,9102.61
3,Naéva,Searl,2919.04,209,1900.1
6,Aí,McVity,1804.8,239,941.72
2,Åsa,Kupka,1628.75,351,8332.09
8,Östen,Bradly,3075.24,181,5396.91
4,Marie-noël,Boraston,1235.99,942,3135.46
4,Réservés,Atthowe,8294.75,94,3512.1
10,Yóu,Alldred,3934.04,551,6554.37
9,Mylène,Roman,5548.52,535,2474.67
8,Aloïs,Lante,150.69,815,6192.07
9,Håkan,Rigler,8308.34,547,714.32
2,Alizée,Attaway,5238.59,289,2381.11
6,Mélodie,Joss,4293.59,428,2412.28
9,Gérald,Van Arsdalen,7745.19,213,281.1
8,Sòng,Shawel,6451.05,473,9688.79
2,Léa,Ondra,1446.89,95,9598.31
8,Adélie,Grebbin,9750.82,62,4029.36
5,Bérengère,Prodrick,1594.24,947,1338.29
5,Marie-josée,Alliban,3985.69,96,6594.0
3,Garçon,Jordi,3224.41,833,2104.91
2,Uò,Prati,6984.48,218,8322.33
2,Josée,Talton,3754.0,683,306.01
2,Rébecca,Impett,2459.27,185,8268.22
8,Méghane,Dorman,902.85,566,8520.12
9,Esbjörn,Egalton,3049.82,139,2948.57
7,Eléonore,Bedells,4.22,299,9442.83
7,Françoise,Abbitt,1569.23,871,6887.08
10,Célia,Benit,9578.73,359,7235.96
4,Maïlys,de Juares,9227.76,179,2095.23
4,Märta,Gawthorp,3327.42,349,3599.4
3,Gérald,Palffy,9063.66,657,4503.31
6,Annotée,Corkish,7971.42,22,8537.41
5,Cunégonde,Philippart,685.59,859,4411.15
6,Inès,Butters,3988.42,535,2539.46
5,Aloïs,Swancock,8292.9,125,5124.96
2,Andréanne,Koppelmann,2995.2,817,3917.69
2,Almérinda,Churms,3439.44,360,8616.92
6,Daphnée,Snowding,5856.56,192,9691.28
1,Maëlyss,Jacqueminot,432.92,970,4000.89
7,Daphnée,Daubeny,5547.83,747,8314.51
3,Marie-josée,Siggee,4113.08,130,4062.87
6,Chloé,Deverale,7529.46,60,3334.4
7,Méng,Ducker,9827.56,615,3968.69
10,Liè,Tullis,4008.82,1000,3060.97
1,Björn,Dunckley,5437.66,431,2171.87
2,Cloé,Burness,1534.99,819,3613.71
7,Maëlyss,Edgehill,6542.72,670,6162.55
9,Célestine,Alton,3063.34,360,3621.09
3,Tán,Walkowski,9827.26,203,5150.56
1,Marie-noël,Gallihawk,2702.34,760,5900.33
6,Pål,Briand,5418.4,728,5633.85
3,Lorène,Goullee,8454.09,76,5659.34
6,Marie-thérèse,Taverner,743.57,34,6333.86
6,Marie-noël,De Fraine,7099.75,390,3234.68
5,Pål,Clemenson,8745.08,36,4501.62
10,Valérie,Whight,1383.69,874,2351.44
10,Célestine,Illesley,993.81,991,5635.3
6,Mà,Minero,7494.98,486,2157.46
8,Åsa,Flaubert,7541.11,207,4012.11
1,Estée,Ruggieri,7708.66,467,7416.93
7,Mahélie,Muggleston,3392.98,777,465.26
6,Åke,Hasley,2219.18,116,3150.64
7,Chloé,Sambrook,1397.36,148,4919.14
9,Maéna,Laidlow,5262.2,520,7989.03
7,Alizée,Blakelock,2763.7,542,2135.5
6,Méryl,Luckcuck,4488.47,383,9730.14
3,Loïca,Slingsby,5335.37,88,2997.58
10,Nélie,Stembridge,3808.24,180,1356.01
10,Vénus,Hedney,745.22,548,8431.95
6,Anaé,Arlow,9408.79,255,7417.43
8,Garçon,Rembaud,8765.93,484,2832.46
6,Marie-hélène,Sevitt,4044.27,988,5235.6
4,Thérèsa,Alven,8245.73,859,2205.96
7,Laurélie,Bogie,8977.61,300,1188.78
9,Estève,Pelzer,3052.74,341,7747.38
8,Camélia,Houson,3803.47,800,8154.13
4,Gisèle,Totterdill,720.19,795,9131.17
8,Pò,Kiledal,4884.93,676,976.8
5,Yénora,O'Driscole,5053.29,688,325.0
7,Mélinda,Kaubisch,812.84,715,8116.76
1,Cléa,Tonkin,7086.07,234,9876.17
4,Lén,Atto,2028.72,626,1454.52
7,Eléonore,Prichard,6005.71,996,3217.79
7,Maëlle,Pryell,9719.32,549,3713.51
6,Bérengère,O'Doran,8352.98,233,5613.5
6,Miléna,Gutch,7396.21,714,7649.69
8,Réjane,Lohoar,6961.37,503,8767.49
5,Kù,Rice,1859.78,903,6333.07
10,Noëlla,Iannuzzelli,2191.72,491,9042.81
4,Anaé,Joselson,6776.73,450,4538.76
5,Kuí,Awcock,8373.3,849,9340.03
4,Liè,Hume,3617.92,327,7524.71
1,Torbjörn,de la Valette Parisot,256.64,239,63.54
8,Régine,Paddle,7090.86,982,1621.88
8,Bénédicte,Siward,1923.04,762,2465.58
5,Åke,Devenny,5771.3,502,1829.24
9,Inès,Bartusek,5653.22,53,6124.37
9,Méng,Wheelhouse,9084.15,949,438.58
1,Rachèle,Croston,8470.66,553,432.7
5,Magdalène,Floyed,5595.59,72,3477.27
6,Léana,Senchenko,1543.55,321,7524.84
3,Kévina,Tearle,430.82,946,7723.74
3,Almérinda,Perutto,2558.4,958,4820.35
1,Görel,Linstead,3569.11,387,7535.73
3,Cinéma,Gierhard,6444.87,318,6580.71
1,Irène,Colliar,5081.67,139,8149.54
4,Dù,Slidders,7013.73,758,109.02
9,Lauréna,Corryer,8387.17,223,5089.72
9,Eléa,Rosenhaus,5820.17,324,7085.8
6,Anaëlle,Mixter,2689.47,999,6706.5
3,Alizée,Hudd,6850.96,748,7488.98
1,Alizée,Burger,367.3,492,6230.91
9,Maéna,Rummin,9981.1,268,8155.21
4,Esbjörn,Llewelly,528.48,532,5761.62
7,Mén,Van Salzberger,8196.7,57,7682.04
4,Marlène,Moss,6308.89,95,6545.36
10,Méng,Perrington,3134.62,245,8193.74
5,Marylène,Burston,5478.6,458,8797.03
2,Célestine,Thoms,3843.61,191,7432.97
1,Lauréna,McChesney,5311.37,91,7034.38
5,Yénora,Othen,533.9,807,5551.19
2,André,Trevaskiss,7778.04,933,8861.59
9,Miléna,Stagg,4352.12,563,3856.27
7,Naéva,Jansen,9707.6,162,773.73
4,Nélie,Pittock,1636.61,318,4121.72
1,Régine,Brogi,3451.96,589,1248.88
5,Mélissandre,Fawthrop,9113.87,951,5016.28
6,Erwéi,Coley,8624.48,384,4990.68
6,Cloé,Sealove,9529.75,239,5897.22
10,Inès,O'Fielly,440.28,889,5205.06
2,Naéva,Kopfer,824.47,480,9727.46
3,Solène,Klehyn,1424.95,318,5181.93
10,Dorothée,Fellowes,9042.22,987,3770.94
3,Mahélie,Laugharne,1701.54,398,7578.13
5,Méng,Pellew,2432.31,585,9344.61
5,Pélagie,Streets,9970.17,530,1593.61
7,Dà,Sollis,2189.79,654,9635.14
3,Nadège,Burnhill,2146.24,612,7492.61
9,Cloé,Finlan,2518.28,625,277.82
10,Maïlys,Hartington,6800.42,311,1128.88
7,Gérald,Have,9184.05,823,6250.43
9,Danièle,Winterbottom,7173.55,226,6834.6
10,Mélina,Wenderott,5982.67,111,4080.62
1,Maïté,Jeannesson,6343.51,127,8861.08
9,Salomé,McAuslan,1318.8,739,6913.88
3,Anaël,Way,9743.06,670,384.45
8,Cinéma,Crosse,1737.04,8,7157.65
2,Méryl,Lintott,863.63,829,1386.7
9,Mélodie,Scutcheon,9024.02,122,7644.3
